type produit;numero AMM;nom produit;catégorie de condition d’emploi;condition d’emploi libelle;
PPP;9500135;LIMAGRI GR;Conditions d'emploi du matériel utilisé;Condition: Il convient de rappeler que l'utilisation d'un matériel adapté et entretenu et la mise en œuvre de protections collectives constituent la première mesure de prévention contre les risques professionnels, avant la mise en place de protections complémentaires comme les protections individuelles. En tout état de cause, le port de combinaison de travail dédiée ou d'EPI doit être associé à des réflexes d'hygiène (ex : lavage des mains, douche en fin de traitement) et à un comportement rigoureux (ex : procédure d'habillage/déshabillage). Les modalités de nettoyage et de stockage des combinaisons de travail et des EPI réutilisables doivent être conformes à leur notice d'utilisation.;
PPP;9500135;LIMAGRI GR;Protection de l'opérateur;Condition: Application effectuée à l'aide d'un microgranulateur • pendant le chargement du matériel d'épandage - Gants certifiés EN 374-3 . - Combinaison de travail polyester/coton 65%/35% (combinaison ou ensemble veste+pantalon) . - Blouse ou tablier à manches longues de catégorie III type 3 (PB) porté sur la combinaison de travail . • pendant l'épandage  - Gants certifiés EN 374-2 à usage unique en cas d'intervention sur semoir, épandeur à engrais ou microgranulateur . - Combinaison de travail polyester/coton 65%/35% (combinaison ou ensemble veste+pantalon) . • pendant le nettoyage du matériel d'épandage - Gants certifiés EN 374-3 . - Combinaison de travail polyester/coton 65%/35% (combinaison ou ensemble veste+pantalon) . - Combinaison catégorie III Type 5/6 ou blouse ou tablier à manches longues de catégorie III type 3 (PB) . ;
PPP;9500135;LIMAGRI GR;Protection du travailleur;Condition: - Amené à entrer dans la culture après traitement, porter une combinaison de travail (cotte en coton/polyester 35%/65% - grammage d'au moins 230 g/m2) avec traitement déperlant.;
PPP;9500135;LIMAGRI GR;Délai de rentrée;Condition: - Non applicable;
PPP;9500135;LIMAGRI GR;Utilisation;Condition: - Ne pas appliquer directement sur les parties récoltées des plantes;
PPP;2080109;TSAR;Délai de rentrée;Condition: - 48 heures en application de l'arrêté du 12 septembre 2006. ;
PPP;2080109;TSAR;Environnement faune;Condition: - SPe 3 : Pour protéger les organismes aquatiques, respecter une zone non traitée de 5 mètres par rapport aux points d'eau.;
PPP;2080109;TSAR;Environnement flore;Condition: - SPe 3 : Pour protéger les plantes non cibles, respecter une zone non traitée de 5 mètres par rapport à la zone non cultivée adjacente.;
PPP;2080109;TSAR;Protection de l'opérateur;Condition: Porter des gants et des vêtements de protection pendant toutes les phases de mélange/ chargement et de traitement.;
PPP;2080099;PERGADO MZ PEPITE;Etiquetage;Condition: - EUH208 : Contient du mancozèbe. Peut produire une réaction allergique.;
PPP;6800403;BASAMID GRANULE;Environnement milieu;Condition: - SP 1 : Ne pas polluer l'eau avec le produit ou son emballage. [Ne pas nettoyer le matériel d'application près des eaux de surface. / Éviter la contamination via les systèmes d'évacuation des eaux à partir des cours de ferme ou des routes].;
PPP;6800403;BASAMID GRANULE;Environnement milieu;Condition: - SPe 1 : Pour protéger les eaux souterraines, ne pas appliquer ce produit ou tout autre produit contenant du dazomet plus d'une fois tous les 3 ans.;
PPP;6800403;BASAMID GRANULE;Environnement faune;Condition: - SPe 5 : Pour protéger les oiseaux et mammifères sauvages, le produit doit être entièrement incorporé dans le sol. s'assurer que le produit est également incorporé en bout de sillons.;
PPP;6800403;BASAMID GRANULE;Environnement faune;Condition: - SPe 6 : Pour protéger les oiseaux et les mammifères sauvages, récupérer tout produit accidentellement répandu.;
PPP;6800403;BASAMID GRANULE;Protection de l'opérateur;Condition: •	pendant le chargement du matériel d'épandage  -	Gants certifiés EN 374-3 . -	Combinaison de travail polyester/coton 65%/35% (combinaison ou ensemble veste+pantalon) . -	Bottes de protection conformes selon la norme EN 13 832-3 -	EPI partiel (blouse ou tablier à manches longues) de catégorie III et de type PB (3) à porter par-dessus la combinaison précitée . -	Protections respiratoires certifiées : demi-masque certifié (EN 140) équipé d'un filtre P3 (EN143) ou A2P3 (EN 14387)  •	pendant l'épandage  -	Gants en nitrile certifiés EN 374-3 -	Combinaison de travail en polyester 65%/coton 35% avec un grammage de 230 g/m2 ou plus avec traitement déperlant. -	Bottes de protection conformes selon la norme EN 13 832-3. -	Protections respiratoires certifiées : demi-masque certifié (EN 140) équipé d'un filtre P3 (EN143) ou A2P3 (EN 14387)  -	Tracteur avec cabine certifiée en catégorie 4 (EN 15695-1 standard) •	pendant le nettoyage du matériel d'épandage -	Gants certifiés EN 374-3 . -	Combinaison de travail en polyester 65%/coton 35% avec un grammage de 230 g/m2 ou plus avec traitement déperlant.  -	EPI partiel (blouse ou tablier à manches longues) de catégorie III et de type PB (3) à porter par-dessus la combinaison précitée.  -	Bottes de protection conformes selon la norme EN 13 832-3 -	Protections respiratoires certifiées : masque visage entier certifié (EN 140) équipé d'un filtre A2B2-P3 ou similaire (EN 14387);
PPP;6800403;BASAMID GRANULE;Protection du travailleur;Condition: •	Lors du retrait de la bâche -	Gants en nitrile certifiés EN 374-3.  -	Combinaison de travail en polyester 65%/coton 35% avec un grammage de 230 g/m2 ou plus avec traitement déperlant.  -	Protections respiratoires certifiées : masque visage entier certifié (EN 140) équipé    d'un filtre A2B2-P3 ou similaire (EN 14387) •	Pour le travailleur  en rentrée (exemple : aération du sol) -	Gants en nitrile certifiés EN 374-3 . -	Combinaison de protection de catégorie III type 4 avec capuche . -	Bottes de protection certifiées EN 13 832-3 . -	Protections respiratoires certifiées : demi-masque certifié (EN 140) équipé d'un filtre P3 (EN143) ou A2P3 (EN 14387);
PPP;6800403;BASAMID GRANULE;Délai de rentrée;Condition: - 3 semaines;
PPP;6800403;BASAMID GRANULE;Autres mesures de protection;Condition: Le traitement devra se limiter à une surface d'1ha à la dose de 500kg/ha de produit BASAMIDE GRANULE.  Respecter un délai de 3 semaines avant la rentrée des travailleurs sur les parcelles traitées. ;
PPP;6800403;BASAMID GRANULE;Conditions d'emploi du matériel utilisé;Condition: -	Dans le cadre de la rentrée, compte-tenu des niveaux d'exposition pour les taches de ventilation de la serre, retrait de la bâche, une formation des travailleurs et/ou un agrément est recommandé. -	L'utilisation d'une bâche conforme aux normes NF-T-54-195-1 et NF-T-54-195-2 pour l'utilisation de produits phytopharmaceutiques à base de la substance active dazomet est recommandée;
PPP;2010143;WINCH EV;Protection de l'opérateur;Condition: • pendant le mélange/chargement - Gants en nitrile certifiés EN 374-3 - Combinaison de protection de catégorie III type 5/6 OU - Gants en nitrile certifiés EN 374-3 . - Combinaison de travail en polyester 65 %/coton 35 % avec un grammage de 230 g/m² ou plus avec traitement déperlant . - EPI partiel (blouse) de catégorie III et de type PB (3) à porter par-dessus la combinaison précitée .  • pendant l'application : - Gants en nitrile certifiés EN 374-3 . - Combinaison de protection non tissée de catégorie III type 5/6 . - Bottes de protection certifiées EN 13 832-3 . • pendant le nettoyage du matériel de pulvérisation - Gants en nitrile certifiés EN 374-3 - Combinaison de protection de catégorie III type 5/6 OU - Gants en nitrile certifiés EN 374-3 . - Combinaison de travail en polyester 65 %/coton 35 % avec un grammage de 230 g/m² ou plus avec traitement déperlant . - EPI partiel (blouse) de catégorie III et de type PB (3) à porter par-dessus la combinaison précitée;
PPP;2010143;WINCH EV;Protection du travailleur;Condition: - Amené à entrer dans la culture après traitement, porter une combinaison de travail (cotte en coton/polyester 35%/65% - grammage d'au moins 230 g/m2) avec traitement déperlant.;
PPP;2010143;WINCH EV;Conditions d'emploi du matériel utilisé;Condition: Il convient de rappeler que l'utilisation d'un matériel adapté et entretenu et la mise en œuvre de protections collectives constituent la première mesure de prévention contre les risques professionnels, avant la mise en place de protections complémentaires comme les protections individuelles. En tout état de cause, le port de combinaison de travail dédiée ou d'EPI doit être associé à des réflexes d'hygiène (ex : lavage des mains, douche en fin de traitement) et à un comportement rigoureux (ex : procédure d'habillage/déshabillage). Les modalités de nettoyage et de stockage des combinaisons de travail et des EPI réutilisables doivent être conformes à leur notice d'utilisation.;
PPP;2010143;WINCH EV;Délai de rentrée;Condition: - Non applicable;
PPP;2010143;WINCH EV;Etiquetage;Condition: - EUH208 : Contient de la 1,2-benzisothiazol-3(2H)-one et de l'oryzalin. Peut produire une réaction allergique. ;
PPP;2010143;WINCH EV;Environnement milieu;Condition: - SP 1 : Ne pas polluer l'eau avec le produit ou son emballage. [Ne pas nettoyer le matériel d'application près des eaux de surface. / Éviter la contamination via les systèmes d'évacuation des eaux à partir des cours de ferme ou des routes].;
PPP;2010143;WINCH EV;Environnement faune;Condition: - SPe 1 : Pour protéger les eaux souterraines, les organismes du sol et les organismes aquatiques ne pas appliquer ce produit sur plus de 10% de la surface en cas d'application sur des surfaces perméables.;
PPP;2010143;WINCH EV;Environnement faune;Condition: - SPe 3 : Pour protéger les organismes aquatiques, respecter une zone non traitée de 5 mètres par rapport aux points d'eau en cas d'application sur des surfaces perméables.;
PPP;2010143;WINCH EV;Environnement flore;Condition: - SPe 3 : Pour protéger les plantes non cibles, respecter une zone non traitée de 5 mètres par rapport à la zone non cultivée adjacente en cas d'application sur des surfaces perméables.;
PPP;2010143;WINCH EV;Environnement faune;Condition: - SPe 4 : Pour protéger les organismes aquatiques, ne pas appliquer sur des surfaces imperméables telles que le bitume, le béton, les pavés et dans toute autre situation où le risque de ruissellement est important.;
PPP;2130105;AXCELA;Protection de l'opérateur;Condition: Porter des gants pendant le chargement et l'application.;
PPP;2130105;AXCELA;Environnement faune;Condition: - Pour protéger les oiseaux et les mammifères sauvages, récupérer tout produit accidentelement répandu.;
PPP;2130105;AXCELA;Stockage;Condition: - Ne pas stocker la préparation à plus de 35°C;
PPP;9000471;BASTA F1;Environnement faune;Condition: Pour protéger les organismes aquatiques, respecter une zone non traitée de 5 mètres en bordure des points d'eau.;
PPP;9000471;BASTA F1;Utilisation;Condition: uniquement autorisé Pour des applications en bandes ou Pour des applications ponctuelles;
PPP;9000691;BADINEB;Environnement milieu;Condition: - SP 1 : Ne pas polluer l'eau avec le produit ou son emballage. Ne pas nettoyer le matériel d'application près des eaux de surface. Éviter la contamination via les systèmes d'évacuation des eaux à partir des cours de ferme ou des routes.;
PPP;9000691;BADINEB;Conditions d'emploi du matériel utilisé;Condition: Des informations générales relatives aux bonnes pratiques de protection pourront être mises à disposition de l'utilisateur : -	l'utilisation d'un matériel adapté et entretenu et la mise en œuvre de protections collectives constituent la première mesure de prévention contre les risques professionnels, avant la mise en place de protections individuelles -	le port de combinaison de travail dédiée ou d'EPI doit être associé à des réflexes d'hygiène (ex : lavage des mains, douche en fin de traitement) et à un comportement rigoureux (ex : procédure d'habillage/déshabillage).  -	les modalités de nettoyage et de stockage des combinaisons de travail et des EPI réutilisables doivent être conformes à leur notice d'utilisation.;
PPP;9000691;BADINEB;Protection de l'opérateur;Condition: o Dans le cadre d'un traitement des récoltes directement dans le silo ● pendant le mélange/chargement - Gants en nitrile certifiés EN 374-3 . - Combinaison de travail en polyester 65 %/coton 35 % avec un grammage de 230 g/m² ou plus avec traitement déperlant . - EPI partiel (blouse ou tablier à manches longues) de catégorie III et de type PB (3) à porter par-dessus la combinaison précitée . ● pendant l'application  Aucun contact avec la préparation durant la phase de traitement automatisé. ● pendant le nettoyage du matériel de pulvérisation - Gants en nitrile certifiés EN 374-3 . - Combinaison de travail en polyester 65 %/coton 35 % avec un grammage de 230 g/m² ou plus avec traitement déperlant . - EPI partiel (blouse ou tablier à manches longues) de catégorie III et de type PB (3) à porter par-dessus la combinaison précitée.;
