type produit;numero AMM;nom produit;seconds noms commerciaux;titulaire;type commercial;gamme usage;mentions autorisees;Substances actives;fonctions;formulations;identifiant usage lib court;identifiant usage; date decision;stade cultural min (BBCH);stade cultural max (BBCH);etat usage;dose retenue;dose retenue unite;delai avant recolte jour;delai avant recolte bbch;nombre max d'application;date fin distribution;date fin utilisation;condition emploi;ZNT aquatique (en m);ZNT arthropodes non cibles (en m);ZNT plantes non cibles (en m);mentions autorisees;
PPP;2250161;BOUILLIE BORDELAISE 20 MICRO JARDIN;;INDUSTRIAS QUIMICAS DEL VALLES;Deuxième gamme;Amateur / emploi autorisé dans les jardins;Production biologique amateur | Emploi autorisé dans les jardins;bouillie bordelaise (Copper compounds) 733.4 g/kg;Fongicide;Granulé dispersable;16953301;Tomate - Aubergine*Trt Part.Aer.*Bactériose(s);15/07/2025;15;89;Autorisé;5.0;g/10 m²;10;;4;;;;5.0;;;;
PPP;2250161;BOUILLIE BORDELAISE 20 MICRO JARDIN;;INDUSTRIAS QUIMICAS DEL VALLES;Deuxième gamme;Amateur / emploi autorisé dans les jardins;Production biologique amateur | Emploi autorisé dans les jardins;bouillie bordelaise (Copper compounds) 733.4 g/kg;Fongicide;Granulé dispersable;16953207;Tomate - Aubergine*Trt Part.Aer.*Maladies des taches brunes;15/07/2025;15;89;Autorisé;5.0;g/10 m²;10;;4;;;;5.0;;;;
PPP;2250161;BOUILLIE BORDELAISE 20 MICRO JARDIN;;INDUSTRIAS QUIMICAS DEL VALLES;Deuxième gamme;Amateur / emploi autorisé dans les jardins;Production biologique amateur | Emploi autorisé dans les jardins;bouillie bordelaise (Copper compounds) 733.4 g/kg;Fongicide;Granulé dispersable;16953201;Tomate - Aubergine*Trt Part.Aer.*Mildiou(s);15/07/2025;15;89;Autorisé;5.0;g/10 m²;10;;4;;;;5.0;;;;
PPP;2250161;BOUILLIE BORDELAISE 20 MICRO JARDIN;;INDUSTRIAS QUIMICAS DEL VALLES;Deuxième gamme;Amateur / emploi autorisé dans les jardins;Production biologique amateur | Emploi autorisé dans les jardins;bouillie bordelaise (Copper compounds) 733.4 g/kg;Fongicide;Granulé dispersable;12703301;Vigne*Trt Part.Aer.*Bactériose(s);15/07/2025;15;91;Autorisé;5.0;g/10 m²;21;;4;;;;5.0;;;;
PPP;2250161;BOUILLIE BORDELAISE 20 MICRO JARDIN;;INDUSTRIAS QUIMICAS DEL VALLES;Deuxième gamme;Amateur / emploi autorisé dans les jardins;Production biologique amateur | Emploi autorisé dans les jardins;bouillie bordelaise (Copper compounds) 733.4 g/kg;Fongicide;Granulé dispersable;12703203;Vigne*Trt Part.Aer.*Mildiou(s);15/07/2025;15;91;Autorisé;5.0;g/10 m²;21;;4;;;;5.0;;;;
PPP;2250161;BOUILLIE BORDELAISE 20 MICRO JARDIN;;INDUSTRIAS QUIMICAS DEL VALLES;Deuxième gamme;Amateur / emploi autorisé dans les jardins;Production biologique amateur | Emploi autorisé dans les jardins;bouillie bordelaise (Copper compounds) 733.4 g/kg;Fongicide;Granulé dispersable;12053301;Agrumes*Trt Part.Aer.*Bactériose(s);15/07/2025;15;89;Autorisé;5.0;g/10 m²;14;;4;;;;5.0;;;;
PPP;2250161;BOUILLIE BORDELAISE 20 MICRO JARDIN;;INDUSTRIAS QUIMICAS DEL VALLES;Deuxième gamme;Amateur / emploi autorisé dans les jardins;Production biologique amateur | Emploi autorisé dans les jardins;bouillie bordelaise (Copper compounds) 733.4 g/kg;Fongicide;Granulé dispersable;12053204;Agrumes*Trt Part.Aer.*Chancre du collet;15/07/2025;15;89;Autorisé;5.0;g/10 m²;14;;4;;;Efficacité montrée sur Phytophthora sp. sur fruits.;5.0;;;;
PPP;2250161;BOUILLIE BORDELAISE 20 MICRO JARDIN;;INDUSTRIAS QUIMICAS DEL VALLES;Deuxième gamme;Amateur / emploi autorisé dans les jardins;Production biologique amateur | Emploi autorisé dans les jardins;bouillie bordelaise (Copper compounds) 733.4 g/kg;Fongicide;Granulé dispersable;12053200;Agrumes*Trt Part.Aer.*Maladies des feuilles et fruits;15/07/2025;15;89;Autorisé;5.0;g/10 m²;14;;4;;;;5.0;;;;
PPP;2250161;BOUILLIE BORDELAISE 20 MICRO JARDIN;;INDUSTRIAS QUIMICAS DEL VALLES;Deuxième gamme;Amateur / emploi autorisé dans les jardins;Production biologique amateur | Emploi autorisé dans les jardins;bouillie bordelaise (Copper compounds) 733.4 g/kg;Fongicide;Granulé dispersable;00002019;Arbres et arbustes*Trt Part.Aer.*Maladies des taches foliaires;15/07/2025;;;Autorisé;5.0;g/10 m²;;;3;;;Également autorisé sous abri. 3 applications maximum par an et par culture. ;5.0;;;;
PPP;2250161;BOUILLIE BORDELAISE 20 MICRO JARDIN;;INDUSTRIAS QUIMICAS DEL VALLES;Deuxième gamme;Amateur / emploi autorisé dans les jardins;Production biologique amateur | Emploi autorisé dans les jardins;bouillie bordelaise (Copper compounds) 733.4 g/kg;Fongicide;Granulé dispersable;14153204;Arbres et arbustes*Trt Part.Aer.*Anthracnose(s);15/07/2025;;;Autorisé;5.0;g/10 m²;;;3;;;Également autorisé sous abri. 3 applications maximum par an et par culture.;5.0;;;;
PPP;2250161;BOUILLIE BORDELAISE 20 MICRO JARDIN;;INDUSTRIAS QUIMICAS DEL VALLES;Deuxième gamme;Amateur / emploi autorisé dans les jardins;Production biologique amateur | Emploi autorisé dans les jardins;bouillie bordelaise (Copper compounds) 733.4 g/kg;Fongicide;Granulé dispersable;00002023;Arbres et arbustes*Trt Part.Aer.*Moniliose(s);15/07/2025;;;Autorisé;5.0;g/10 m²;;;3;;;Également autorisé sous abri. 3 applications maximum par an et par culture. ;5.0;;;;
PPP;2250161;BOUILLIE BORDELAISE 20 MICRO JARDIN;;INDUSTRIAS QUIMICAS DEL VALLES;Deuxième gamme;Amateur / emploi autorisé dans les jardins;Production biologique amateur | Emploi autorisé dans les jardins;bouillie bordelaise (Copper compounds) 733.4 g/kg;Fongicide;Granulé dispersable;17403204;Cultures florales et plantes vertes*Trt Part.Aer.*Mildiou(s);15/07/2025;;;Autorisé;5.0;g/10 m²;;;3;;;Également autorisé sous abri.;5.0;;;;
PPP;2250161;BOUILLIE BORDELAISE 20 MICRO JARDIN;;INDUSTRIAS QUIMICAS DEL VALLES;Deuxième gamme;Amateur / emploi autorisé dans les jardins;Production biologique amateur | Emploi autorisé dans les jardins;bouillie bordelaise (Copper compounds) 733.4 g/kg;Fongicide;Granulé dispersable;17053201;Cultures florales et plantes vertes*Trt Part.Aer.*Maladies des taches foliaires;15/07/2025;;;Autorisé;5.0;g/10 m²;;;3;;;Également autorisé sous abri.;5.0;;;;
PPP;2250161;BOUILLIE BORDELAISE 20 MICRO JARDIN;;INDUSTRIAS QUIMICAS DEL VALLES;Deuxième gamme;Amateur / emploi autorisé dans les jardins;Production biologique amateur | Emploi autorisé dans les jardins;bouillie bordelaise (Copper compounds) 733.4 g/kg;Fongicide;Granulé dispersable;17303205;Rosier*Trt Part.Aer.*Mildiou(s);15/07/2025;;;Autorisé;5.0;g/10 m²;;;3;;;Également autorisé sous abri;5.0;;;;
PPP;2250161;BOUILLIE BORDELAISE 20 MICRO JARDIN;;INDUSTRIAS QUIMICAS DEL VALLES;Deuxième gamme;Amateur / emploi autorisé dans les jardins;Production biologique amateur | Emploi autorisé dans les jardins;bouillie bordelaise (Copper compounds) 733.4 g/kg;Fongicide;Granulé dispersable;12113201;Fruits à coque*Trt Part.Aer.*Maladies du feuillage;15/07/2025;95;53;Autorisé;5.0;g/10 m²;;;4;;;;5.0;;;;
PPP;2250161;BOUILLIE BORDELAISE 20 MICRO JARDIN;;INDUSTRIAS QUIMICAS DEL VALLES;Deuxième gamme;Amateur / emploi autorisé dans les jardins;Production biologique amateur | Emploi autorisé dans les jardins;bouillie bordelaise (Copper compounds) 733.4 g/kg;Fongicide;Granulé dispersable;12053301;Agrumes*Trt Part.Aer.*Bactériose(s);15/07/2025;15;89;Autorisé;4.0;g/10 m²;14;;5;;;;5.0;;;;
PPP;2250161;BOUILLIE BORDELAISE 20 MICRO JARDIN;;INDUSTRIAS QUIMICAS DEL VALLES;Deuxième gamme;Amateur / emploi autorisé dans les jardins;Production biologique amateur | Emploi autorisé dans les jardins;bouillie bordelaise (Copper compounds) 733.4 g/kg;Fongicide;Granulé dispersable;12053200;Agrumes*Trt Part.Aer.*Maladies des feuilles et fruits;15/07/2025;15;89;Autorisé;4.0;g/10 m²;14;;5;;;;5.0;;;;
PPP;2250161;BOUILLIE BORDELAISE 20 MICRO JARDIN;;INDUSTRIAS QUIMICAS DEL VALLES;Deuxième gamme;Amateur / emploi autorisé dans les jardins;Production biologique amateur | Emploi autorisé dans les jardins;bouillie bordelaise (Copper compounds) 733.4 g/kg;Fongicide;Granulé dispersable;01108014;Carotte*Trt Part.Aer.*Bactériose(s);15/07/2025;15;47;Autorisé;4.0;g/10 m²;14;;5;;;Uniquement sur céleri rave, panais, raifort, topinambour, persil à grosse racine, salsifis et scorsonère. ;5.0;;;;
PPP;2250161;BOUILLIE BORDELAISE 20 MICRO JARDIN;;INDUSTRIAS QUIMICAS DEL VALLES;Deuxième gamme;Amateur / emploi autorisé dans les jardins;Production biologique amateur | Emploi autorisé dans les jardins;bouillie bordelaise (Copper compounds) 733.4 g/kg;Fongicide;Granulé dispersable;16203204;Carotte*Trt Part.Aer.*Champignons (pythiacées);15/07/2025;15;47;Autorisé;4.0;g/10 m²;14;;5;;;Uniquement sur céleri rave, panais, raifort, topinambour, persil à grosse racine, salsifis et scorsonère. ;5.0;;;;
PPP;2250161;BOUILLIE BORDELAISE 20 MICRO JARDIN;;INDUSTRIAS QUIMICAS DEL VALLES;Deuxième gamme;Amateur / emploi autorisé dans les jardins;Production biologique amateur | Emploi autorisé dans les jardins;bouillie bordelaise (Copper compounds) 733.4 g/kg;Fongicide;Granulé dispersable;16203203;Carotte*Trt Part.Aer.*Maladies des taches brunes;15/07/2025;15;47;Autorisé;4.0;g/10 m²;14;;5;;;Uniquement sur céleri rave, panais, raifort, topinambour, persil à grosse racine, salsifis et scorsonère. ;5.0;;;;
PPP;2250161;BOUILLIE BORDELAISE 20 MICRO JARDIN;;INDUSTRIAS QUIMICAS DEL VALLES;Deuxième gamme;Amateur / emploi autorisé dans les jardins;Production biologique amateur | Emploi autorisé dans les jardins;bouillie bordelaise (Copper compounds) 733.4 g/kg;Fongicide;Granulé dispersable;01116017;Cucurbitacées à peau comestible*Trt Part.Aer.*Bactériose(s);15/07/2025;10;89;Autorisé;4.0;g/10 m²;3;;5;;;Également autorisé sous abri. ;5.0;;;;
PPP;2250161;BOUILLIE BORDELAISE 20 MICRO JARDIN;;INDUSTRIAS QUIMICAS DEL VALLES;Deuxième gamme;Amateur / emploi autorisé dans les jardins;Production biologique amateur | Emploi autorisé dans les jardins;bouillie bordelaise (Copper compounds) 733.4 g/kg;Fongicide;Granulé dispersable;16323205;Cucurbitacées à peau comestible*Trt Part.Aer.*Maladies des taches brunes;15/07/2025;10;89;Autorisé;4.0;g/10 m²;3;;5;;;Également autorisé sous abri.;5.0;;;;
PPP;2250161;BOUILLIE BORDELAISE 20 MICRO JARDIN;;INDUSTRIAS QUIMICAS DEL VALLES;Deuxième gamme;Amateur / emploi autorisé dans les jardins;Production biologique amateur | Emploi autorisé dans les jardins;bouillie bordelaise (Copper compounds) 733.4 g/kg;Fongicide;Granulé dispersable;16323204;Cucurbitacées à peau comestible*Trt Part.Aer.*Mildiou(s);15/07/2025;10;89;Autorisé;4.0;g/10 m²;3;;5;;;Également autorisé sous abri.;5.0;;;;
PPP;2250161;BOUILLIE BORDELAISE 20 MICRO JARDIN;;INDUSTRIAS QUIMICAS DEL VALLES;Deuxième gamme;Amateur / emploi autorisé dans les jardins;Production biologique amateur | Emploi autorisé dans les jardins;bouillie bordelaise (Copper compounds) 733.4 g/kg;Fongicide;Granulé dispersable;16573202;Haricots et Pois écossés frais*Trt Part.Aer.*Maladies des taches brunes;15/07/2025;14;89;Autorisé;4.0;g/10 m²;3;;5;;;Uniquement sur pois sabre, flageolet, fève, lima et niébé. ;5.0;;;;
PPP;2250161;BOUILLIE BORDELAISE 20 MICRO JARDIN;;INDUSTRIAS QUIMICAS DEL VALLES;Deuxième gamme;Amateur / emploi autorisé dans les jardins;Production biologique amateur | Emploi autorisé dans les jardins;bouillie bordelaise (Copper compounds) 733.4 g/kg;Fongicide;Granulé dispersable;00516012;Haricots et pois non écossés frais*Trt Part.Aer.*Maladies des taches brunes;15/07/2025;14;89;Autorisé;4.0;g/10 m²;3;;5;;;;5.0;;;;
PPP;2250161;BOUILLIE BORDELAISE 20 MICRO JARDIN;;INDUSTRIAS QUIMICAS DEL VALLES;Deuxième gamme;Amateur / emploi autorisé dans les jardins;Production biologique amateur | Emploi autorisé dans les jardins;bouillie bordelaise (Copper compounds) 733.4 g/kg;Fongicide;Granulé dispersable;00516013;Haricots et pois non écossés frais*Trt Part.Aer.*Mildiou(s);15/07/2025;14;89;Autorisé;4.0;g/10 m²;3;;5;;;;5.0;;;;
PPP;2250161;BOUILLIE BORDELAISE 20 MICRO JARDIN;;INDUSTRIAS QUIMICAS DEL VALLES;Deuxième gamme;Amateur / emploi autorisé dans les jardins;Production biologique amateur | Emploi autorisé dans les jardins;bouillie bordelaise (Copper compounds) 733.4 g/kg;Fongicide;Granulé dispersable;16613301;Laitue*Trt Part.Aer.*Bactériose(s);15/07/2025;12;49;Autorisé;4.0;g/10 m²;7;;5;;;Uniquement sous abri. ;5.0;;;;
PPP;2250161;BOUILLIE BORDELAISE 20 MICRO JARDIN;;INDUSTRIAS QUIMICAS DEL VALLES;Deuxième gamme;Amateur / emploi autorisé dans les jardins;Production biologique amateur | Emploi autorisé dans les jardins;bouillie bordelaise (Copper compounds) 733.4 g/kg;Fongicide;Granulé dispersable;16703208;Laitue*Trt Part.Aer.*Maladies des taches brunes;15/07/2025;12;49;Autorisé;4.0;g/10 m²;7;;5;;;Uniquement sous abri. ;5.0;;;;
PPP;2250161;BOUILLIE BORDELAISE 20 MICRO JARDIN;;INDUSTRIAS QUIMICAS DEL VALLES;Deuxième gamme;Amateur / emploi autorisé dans les jardins;Production biologique amateur | Emploi autorisé dans les jardins;bouillie bordelaise (Copper compounds) 733.4 g/kg;Fongicide;Granulé dispersable;16603207;Laitue*Trt Part.Aer.*Mildiou(s);15/07/2025;12;49;Autorisé;4.0;g/10 m²;7;;5;;;Uniquement sous abri. ;5.0;;;;
PPP;2250161;BOUILLIE BORDELAISE 20 MICRO JARDIN;;INDUSTRIAS QUIMICAS DEL VALLES;Deuxième gamme;Amateur / emploi autorisé dans les jardins;Production biologique amateur | Emploi autorisé dans les jardins;bouillie bordelaise (Copper compounds) 733.4 g/kg;Fongicide;Granulé dispersable;16423301;Oignon*Trt Part.Aer.*Bactériose(s);15/07/2025;14;47;Autorisé;4.0;g/10 m²;3;;5;;;;5.0;;;;
PPP;2250161;BOUILLIE BORDELAISE 20 MICRO JARDIN;;INDUSTRIAS QUIMICAS DEL VALLES;Deuxième gamme;Amateur / emploi autorisé dans les jardins;Production biologique amateur | Emploi autorisé dans les jardins;bouillie bordelaise (Copper compounds) 733.4 g/kg;Fongicide;Granulé dispersable;16053205;Oignon*Trt Part.Aer.*Maladies des taches brunes;15/07/2025;14;47;Autorisé;4.0;g/10 m²;3;;5;;;;5.0;;;;
PPP;2250161;BOUILLIE BORDELAISE 20 MICRO JARDIN;;INDUSTRIAS QUIMICAS DEL VALLES;Deuxième gamme;Amateur / emploi autorisé dans les jardins;Production biologique amateur | Emploi autorisé dans les jardins;bouillie bordelaise (Copper compounds) 733.4 g/kg;Fongicide;Granulé dispersable;16803201;Oignon*Trt Part.Aer.*Mildiou(s);15/07/2025;14;47;Autorisé;4.0;g/10 m²;3;;5;;;;5.0;;;;
PPP;2250161;BOUILLIE BORDELAISE 20 MICRO JARDIN;;INDUSTRIAS QUIMICAS DEL VALLES;Deuxième gamme;Amateur / emploi autorisé dans les jardins;Production biologique amateur | Emploi autorisé dans les jardins;bouillie bordelaise (Copper compounds) 733.4 g/kg;Fongicide;Granulé dispersable;12503201;Olivier*Trt Part.Aer.*Maladies des fruits;15/07/2025;10;85;Autorisé;4.0;g/10 m²;14;;5;;;Efficacité montrée sur anthracnose. ;5.0;;;;
PPP;2250161;BOUILLIE BORDELAISE 20 MICRO JARDIN;;INDUSTRIAS QUIMICAS DEL VALLES;Deuxième gamme;Amateur / emploi autorisé dans les jardins;Production biologique amateur | Emploi autorisé dans les jardins;bouillie bordelaise (Copper compounds) 733.4 g/kg;Fongicide;Granulé dispersable;12503301;Olivier*Trt Part.Aer.*Bactériose(s);15/07/2025;10;85;Autorisé;4.0;g/10 m²;14;;5;;;;5.0;;;;
PPP;2250161;BOUILLIE BORDELAISE 20 MICRO JARDIN;;INDUSTRIAS QUIMICAS DEL VALLES;Deuxième gamme;Amateur / emploi autorisé dans les jardins;Production biologique amateur | Emploi autorisé dans les jardins;bouillie bordelaise (Copper compounds) 733.4 g/kg;Fongicide;Granulé dispersable;12503203;Olivier*Trt Part.Aer.*Maladies du feuillage;15/07/2025;10;85;Autorisé;4.0;g/10 m²;14;;5;;;Efficacité montrée sur anthracnose. ;5.0;;;;
PPP;2250161;BOUILLIE BORDELAISE 20 MICRO JARDIN;;INDUSTRIAS QUIMICAS DEL VALLES;Deuxième gamme;Amateur / emploi autorisé dans les jardins;Production biologique amateur | Emploi autorisé dans les jardins;bouillie bordelaise (Copper compounds) 733.4 g/kg;Fongicide;Granulé dispersable;16953301;Tomate - Aubergine*Trt Part.Aer.*Bactériose(s);15/07/2025;15;89;Autorisé;4.0;g/10 m²;10;;5;;;;5.0;;;;
PPP;2250161;BOUILLIE BORDELAISE 20 MICRO JARDIN;;INDUSTRIAS QUIMICAS DEL VALLES;Deuxième gamme;Amateur / emploi autorisé dans les jardins;Production biologique amateur | Emploi autorisé dans les jardins;bouillie bordelaise (Copper compounds) 733.4 g/kg;Fongicide;Granulé dispersable;16953301;Tomate - Aubergine*Trt Part.Aer.*Bactériose(s);15/07/2025;15;89;Autorisé;5.0;g/10 m²;3;;4;;;Uniquement autorisé sous abri. ;5.0;;;;
PPP;2250161;BOUILLIE BORDELAISE 20 MICRO JARDIN;;INDUSTRIAS QUIMICAS DEL VALLES;Deuxième gamme;Amateur / emploi autorisé dans les jardins;Production biologique amateur | Emploi autorisé dans les jardins;bouillie bordelaise (Copper compounds) 733.4 g/kg;Fongicide;Granulé dispersable;16953301;Tomate - Aubergine*Trt Part.Aer.*Bactériose(s);15/07/2025;15;89;Autorisé;4.0;g/10 m²;3;;5;;;Uniquement autorisé sous abri. ;5.0;;;;
PPP;2250161;BOUILLIE BORDELAISE 20 MICRO JARDIN;;INDUSTRIAS QUIMICAS DEL VALLES;Deuxième gamme;Amateur / emploi autorisé dans les jardins;Production biologique amateur | Emploi autorisé dans les jardins;bouillie bordelaise (Copper compounds) 733.4 g/kg;Fongicide;Granulé dispersable;16953207;Tomate - Aubergine*Trt Part.Aer.*Maladies des taches brunes;15/07/2025;15;89;Autorisé;4.0;g/10 m²;10;;5;;;;5.0;;;;
PPP;2250161;BOUILLIE BORDELAISE 20 MICRO JARDIN;;INDUSTRIAS QUIMICAS DEL VALLES;Deuxième gamme;Amateur / emploi autorisé dans les jardins;Production biologique amateur | Emploi autorisé dans les jardins;bouillie bordelaise (Copper compounds) 733.4 g/kg;Fongicide;Granulé dispersable;16953207;Tomate - Aubergine*Trt Part.Aer.*Maladies des taches brunes;15/07/2025;15;89;Autorisé;5.0;g/10 m²;3;;4;;;Uniquement autorisé sous abri.;5.0;;;;
PPP;2250161;BOUILLIE BORDELAISE 20 MICRO JARDIN;;INDUSTRIAS QUIMICAS DEL VALLES;Deuxième gamme;Amateur / emploi autorisé dans les jardins;Production biologique amateur | Emploi autorisé dans les jardins;bouillie bordelaise (Copper compounds) 733.4 g/kg;Fongicide;Granulé dispersable;16953207;Tomate - Aubergine*Trt Part.Aer.*Maladies des taches brunes;15/07/2025;15;89;Autorisé;4.0;g/10 m²;3;;5;;;Uniquement autorisé sous abri.;5.0;;;;
PPP;2250161;BOUILLIE BORDELAISE 20 MICRO JARDIN;;INDUSTRIAS QUIMICAS DEL VALLES;Deuxième gamme;Amateur / emploi autorisé dans les jardins;Production biologique amateur | Emploi autorisé dans les jardins;bouillie bordelaise (Copper compounds) 733.4 g/kg;Fongicide;Granulé dispersable;16953201;Tomate - Aubergine*Trt Part.Aer.*Mildiou(s);15/07/2025;15;89;Autorisé;4.0;g/10 m²;10;;5;;;;5.0;;;;
PPP;2250161;BOUILLIE BORDELAISE 20 MICRO JARDIN;;INDUSTRIAS QUIMICAS DEL VALLES;Deuxième gamme;Amateur / emploi autorisé dans les jardins;Production biologique amateur | Emploi autorisé dans les jardins;bouillie bordelaise (Copper compounds) 733.4 g/kg;Fongicide;Granulé dispersable;16953201;Tomate - Aubergine*Trt Part.Aer.*Mildiou(s);15/07/2025;15;89;Autorisé;5.0;g/10 m²;3;;4;;;Uniquement autorisé sous abri. ;5.0;;;;
PPP;2250161;BOUILLIE BORDELAISE 20 MICRO JARDIN;;INDUSTRIAS QUIMICAS DEL VALLES;Deuxième gamme;Amateur / emploi autorisé dans les jardins;Production biologique amateur | Emploi autorisé dans les jardins;bouillie bordelaise (Copper compounds) 733.4 g/kg;Fongicide;Granulé dispersable;16953201;Tomate - Aubergine*Trt Part.Aer.*Mildiou(s);15/07/2025;15;89;Autorisé;4.0;g/10 m²;3;;5;;;Uniquement autorisé sous abri.;5.0;;;;
PPP;2250161;BOUILLIE BORDELAISE 20 MICRO JARDIN;;INDUSTRIAS QUIMICAS DEL VALLES;Deuxième gamme;Amateur / emploi autorisé dans les jardins;Production biologique amateur | Emploi autorisé dans les jardins;bouillie bordelaise (Copper compounds) 733.4 g/kg;Fongicide;Granulé dispersable;12703301;Vigne*Trt Part.Aer.*Bactériose(s);15/07/2025;15;91;Autorisé;4.0;g/10 m²;21;;5;;;;5.0;;;;
PPP;2250161;BOUILLIE BORDELAISE 20 MICRO JARDIN;;INDUSTRIAS QUIMICAS DEL VALLES;Deuxième gamme;Amateur / emploi autorisé dans les jardins;Production biologique amateur | Emploi autorisé dans les jardins;bouillie bordelaise (Copper compounds) 733.4 g/kg;Fongicide;Granulé dispersable;12703203;Vigne*Trt Part.Aer.*Mildiou(s);15/07/2025;15;91;Autorisé;4.0;g/10 m²;21;;5;;;;5.0;;;;
PPP;2250161;BOUILLIE BORDELAISE 20 MICRO JARDIN;;INDUSTRIAS QUIMICAS DEL VALLES;Deuxième gamme;Amateur / emploi autorisé dans les jardins;Production biologique amateur | Emploi autorisé dans les jardins;bouillie bordelaise (Copper compounds) 733.4 g/kg;Fongicide;Granulé dispersable;12563201;Fruits à noyau*Trt Part.Aer.*Chancres à champignons;15/07/2025;95;53;Autorisé;5.0;g/10 m²;;;7;;;Uniquement sur pêcher, abricotier et nectarinier. ;5.0;;;;
PPP;2250161;BOUILLIE BORDELAISE 20 MICRO JARDIN;;INDUSTRIAS QUIMICAS DEL VALLES;Deuxième gamme;Amateur / emploi autorisé dans les jardins;Production biologique amateur | Emploi autorisé dans les jardins;bouillie bordelaise (Copper compounds) 733.4 g/kg;Fongicide;Granulé dispersable;12053204;Agrumes*Trt Part.Aer.*Chancre du collet;15/07/2025;15;89;Autorisé;4.0;g/10 m²;14;;5;;;Efficacité montrée sur Phytophthora sp. sur fruits.;5.0;;;;
PPP;2160696;SHOSHI;;LAINCO S.A;Produit de référence;Professionnel;;hexythiazox (Hexythiazox) 100.0 g/kg;Acaricide;Poudre mouillable;12703101;Vigne*Trt Part.Aer.*Acariens;24/10/2016;;;Autorisé;0.25;kg/ha;21;;1;;;;5.0;;;;
PPP;2050073;SMARTFRESH;;AGROFRESH HOLDING FRANCE S.A.S;Produit de référence;Professionnel;;1-méthylcyclopropène (1-methylcyclopropene) 3.3 %;Régulateur de croissance;Produit diffuseur de vapeur;00210007;Kiwi*Trt Prod. Réc.*Act. Qual. Fruits;03/07/2009;;;Autorisé;0.043;g/m3;;;1;;;;;;;;
PPP;2050073;SMARTFRESH;;AGROFRESH HOLDING FRANCE S.A.S;Produit de référence;Professionnel;;1-méthylcyclopropène (1-methylcyclopropene) 3.3 %;Régulateur de croissance;Produit diffuseur de vapeur;12603813;Fruits à pépins*Trt Part.Aer.*Act. Qual. Fruits;03/07/2009;;;Autorisé;;;;;1;;;Dose d'emploi: 0,0204 G/M3 (300 ppb);;;;;
PPP;2050073;SMARTFRESH;;AGROFRESH HOLDING FRANCE S.A.S;Produit de référence;Professionnel;;1-méthylcyclopropène (1-methylcyclopropene) 3.3 %;Régulateur de croissance;Produit diffuseur de vapeur;12604801;Fruits à pépins*Trt Prod. Réc.*Act. Qual. Fruits;;;;Autorisé;;;;;;;;Autorisé à la dose de ://0,068 g/m3 en trois application sur pommes//0,049 g/m3 en une application sur poires.;;;;;
PPP;2050073;SMARTFRESH;;AGROFRESH HOLDING FRANCE S.A.S;Produit de référence;Professionnel;;1-méthylcyclopropène (1-methylcyclopropene) 3.3 %;Régulateur de croissance;Produit diffuseur de vapeur;12614701;Fruits à pépins*Trt Prod. Réc.*Echaudure;21/03/2014;;;Autorisé;;;;;;;;Autorisé à la dose de ://0,068 g/m3 en trois application sur pommes//0,049 g/m3 en une application sur poires.;;;;;
PPP;2050073;SMARTFRESH;;AGROFRESH HOLDING FRANCE S.A.S;Produit de référence;Professionnel;;1-méthylcyclopropène (1-methylcyclopropene) 3.3 %;Régulateur de croissance;Produit diffuseur de vapeur;12654801;Prunier*Trt Prod. Réc.*Act. Qual. Fruits;;;;Autorisé;0.043;g/m3;;;1;;;;;;;;
